id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	True	True	True	curated	False	0.333					134.71305	110.19405					152.90444	128.38544					164.42361	139.90461					136.6642	112.1452					141.61226	117.09326					135.1455	110.6265
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	COL4A1		True	False	False	curated	True	0.333							38.55787	41.19696	46.77423	37.67402	38.27693	39.90952	227.43056	230.06965	235.64692	226.54671	227.14962	228.78221																		
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.333							961.38605			952.62344	973.07131	991.55773	226.06794			217.30534	237.75321	256.23962	147.44996			138.68735	159.13522	177.62163												
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.333								1027.03061	1093.30513	972.46069	965.28752			291.7125	357.98703	237.14258	229.96941			213.09452	279.36904	158.52459	151.35142													
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.333								307.41339	343.49674		397.20912	233.70227		316.27087	352.35422		406.0666	242.55976		307.1378	343.22114		396.93352	233.42668												
CPI-SC08923F7F7	F11R_aLb2 complex	simple:Q9Y624	complex:aLb2 complex	F11R		False	True	False	curated	True	0.333					183.02697	108.88281					179.6482	105.50405					206.41382	132.26967					183.9661	109.82195					182.59269	108.44854					183.187	109.04285
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	0.333							165.24696	167.88605	173.46333	164.36311	164.96603	166.59862	36.70195	39.34104	44.91831	35.8181	36.42102	38.05361																		
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	0.333				56.88547	81.88929					92.91012	117.91394					126.36059	151.36441					221.11996	246.12378					109.26027	134.26409					55.02272	80.02654	
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.333							50.05895	52.69804	58.27531	49.1751	49.77801	51.4106	253.35011	255.98919	261.56647	252.46626	253.06917	254.70176																		
CPI-SS00D9A0644	FGFR2_CD83	simple:P21802	simple:Q01151	FGFR2	CD83	True	True	True	InnateDB-All	False	0.333	253.00811			191.66864			252.32425			190.98477			252.15155			190.81208			251.17508			189.83561			251.74491			190.40543			253.42052			192.08105		
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	0.333		11.82953	30.9351					9.18771	28.29329					10.62857	29.73414					9.78398	28.88956					11.28695	30.39252					12.12707	31.23265			
CPI-SC0C6B54D7A	THY1_aXb2 complex	simple:P04216	complex:aXb2 complex	THY1		False	False	False	curated	True	0.333							316.79458	305.10822	304.8313	404.55917	389.16853	310.73686	125.90064	114.21428	113.93736	213.66522	198.27459	119.84292																		
CPI-SC092659F65	ICAM4_aLb2 complex	simple:Q14773	complex:aLb2 complex	ICAM4		True	False	False	curated	True	0.333					178.08655	103.94239					175.40839	101.26424					181.33738	107.19323					177.03319	102.88903					175.73734	101.59318					177.45386	103.30971
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	0.361		94.72503	121.14615	88.03009	74.89728															142.33986	168.76098	135.64492	122.51211	88.77194								102.21529	128.63641	95.52035	82.38754	
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.361					215.59555						191.77925		259.65606	237.46967	237.58275	260.94156	409.84314	335.69899					205.06411						281.67428	207.53012					228.63095	154.48679
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.361		45.94891	38.6034					194.75751	187.41201	176.45694				43.18515						118.58805	111.24255	100.28748				45.73162						49.59694	42.25144	31.29637		
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.361	49.11283			106.04497			44.30657			101.2387			51.24426			108.17639			57.36682			114.29895			64.97029			121.90243	48.76206		56.95204			113.88418		
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	BMP7	PTPRK	True	False	True	InnateDB-All	False	0.389	12.33979	10.89826	19.5499						16.70062				10.32001		17.53012				9.65992		16.87002				12.55397	11.11245	19.76408				12.84705	11.40553	20.05716			
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	curated	False	0.389							6.57144	5.55582	5.64273	5.27271	5.39981	6.88176	10.51022	9.4946	9.5815	9.21149	9.33859	10.82054	4.35902					4.66934												
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	TNFRSF10B	TNFSF10	True	True	False	curated	False	0.389			203.50237	92.69106					201.97048	91.15917					222.14138	111.33007	88.76585	68.62726			195.77898	84.96767					186.20896	75.39765					197.31847	86.50715		
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0.389							980.92149	951.8633		966.60813	987.44281	1003.12205	245.60338	216.5452		231.29002	252.1247	267.80394	166.9854			152.67203	173.50672	189.18595												
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.389	56.61307			69.56751	101.9779	61.93121							79.3779			92.33234	124.74273	84.69604	121.09942			134.05386	166.46425	126.41757					91.90634						78.70135	
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	True	False	True	guidetopharmacology.org	False	0.389							36.52694	185.33555	33.76319	109.16609	36.30966	40.17498	39.99623	188.80483	37.23247	112.63537	39.77894	43.64426		163.624		87.45455														
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	guidetopharmacology.org	False	0.417		47.65799	77.24228					196.46659	226.05089	171.63852				44.89423	74.47852					120.29713	149.88143	95.46906				47.4407	77.02499					51.30602	80.89031	26.47795		
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	FGFR1	FGF5	True	True	False	I2D,InnateDB-All	False	0.417		29.00269					52.40103	66.34031	46.29906	42.32606	49.88153	51.61283	31.577	45.51628	25.47503		29.0575	30.78879		28.41617						28.7867						31.89471				
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.444			446.82147	986.85791					446.6047	986.64114					454.74753	994.78397			259.78919	348.56325	566.51607	1106.55251					483.60881	1023.64525			261.1746	349.94866	567.90148	1107.93792		
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.444					188.79802	114.65386					224.82267	150.67851					258.27314	184.12898	202.84543	180.65903	180.77212	204.13092	353.03251	278.88836					241.17282	167.02866					186.93526	112.79111
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	0.444											96.88386	93.22909	103.73847	90.48697	94.64812	96.19937	130.33432	126.67955	198.49784	185.24634	189.4075	190.95874	225.0937	221.43893					113.23401	109.57923						
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	curated	True	0.444					188.79802	114.65386					224.82267	150.67851					258.27314	184.12898	202.84543	180.65903	180.77212	204.13092	353.03251	278.88836					241.17282	167.02866					186.93526	112.79111
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	WNT5A	FZD2	True	False	True	curated	False	0.444							7.0226	10.24728	5.66489	6.51992	8.12305	6.85451	10.96138	14.18606	9.60366	10.4587	12.06183	10.79329	4.81018	8.03486			5.91063	4.64209												
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.472	121.87334				134.96833	99.18357							144.63817		116.04026		157.73316	121.9484	186.3597	142.60013	157.76178	137.72477	199.45469	163.66993	111.80178				124.89677		98.59679				111.69178	
CPI-CS0AEE2FB22	ACVR1_BMPR2_BMP8A	complex:ACVR1_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.472		15.90352			15.78628		13.16101	21.95932		12.40465	21.84208	14.05484	34.56654	43.36486	32.89499	33.81019	43.24762	35.46038		16.90651			16.78927									14.75928			14.64204	
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	0.472							117.31963		117.16322	121.86086	150.40395	117.80257	114.88317	113.85855	114.72675	119.4244	147.96749	115.36611	437.78238	436.75776	437.62597	442.32362	470.8667	438.26532												
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	True	True	False	InnateDB-All	False	0.5				175.29286	169.56428					211.31751	205.58893		115.50659			244.76797	239.0394	111.99032	210.26596			339.52735	333.79877	206.7497	98.40627			227.66766	221.93908	94.89				173.4301	167.70153	
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.5	47.16933	55.53495	54.50209	46.32097	46.36105	47.57884							69.93417	78.29978	77.26692	69.0858	69.12589	70.34367	111.65569	120.02131	118.98845	110.80732	110.84741	112.0652												
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	0.5		80.94962	96.49669	70.26719				80.22924	95.77631	69.5468				79.18618	94.73325	68.50374				80.00264	95.54972	69.32021				103.27882	118.82589	92.59638				92.53722	108.08429	81.85478		
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.5							945.15404	947.79313	953.37041	944.27019	944.87311	946.5057	209.83594	212.47503	218.0523	208.95209	209.555	211.18759	131.21795	133.85704	139.43431	130.3341	130.93702	132.56961												
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	TIMP1	FGFR2	True	False	True	InnateDB-All	False	0.5							2901.53706	2900.85319	2900.6805	2899.70403	2900.27385	2901.94947	632.06661	631.38274	631.21004	630.23357	630.8034	632.47901	966.35483	965.67096	965.49827	964.5218	965.09162	966.76724												
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	IL15	IL15RA	True	False	True	guidetopharmacology.org	False	0.5		47.03708	39.69158	28.73651				45.17493	37.82943	26.87436				50.3248	42.9793	32.02423				50.2717	42.9262	31.97113				40.90445	33.55895	22.60388				41.96927	34.62376	23.6687		
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.528		10.9597	11.19729				74.89576	80.67665	80.91424	72.28103	74.54561		31.89482	37.67571	37.9133	29.2801	31.54467		20.94328	26.72417	26.96176	18.32856	20.59313									10.64347	10.88106			
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.528			52.2906	17.53669	8.9665				51.88431	17.13039	8.5602				51.83012	17.0762	8.50602				51.77773	17.02382	8.45363				52.10793	17.35402	8.78383			8.71776	52.636	17.88209	9.3119	
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.556							189.6816	278.45566	496.40848	1036.44492			216.10273	304.87678	522.8296	1062.86604			182.98666	271.76072	489.71353	1029.74997			169.85386	258.62792	476.58073	1016.61717			136.11368	224.88774	442.84055	982.87699		
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.556	44.88706	46.70069	58.91625	45.83702	44.25237	44.96204							67.6519	69.46552	81.68109	68.60185	67.0172	67.72687	109.37342	111.18705	123.40261	110.32338	108.73873	109.4484			48.8447						35.63971			
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	True	False	True	I2D,InnateDB-All	False	0.611	57.20294	99.9229		79.34389	99.58528	63.31433							79.96777	122.68773	88.3713	102.10873	122.35012	86.07917	121.6893	164.40926	130.09283	143.83025	164.07164	127.80069		89.85134		69.27234	89.51373			76.64635			76.30874	
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.639				115.55924	100.16861		63.81931			151.58389	136.19326		97.26978	85.58342	85.30649	185.03436	169.64372	91.21205	192.02915	180.34279	180.06587	279.79373	264.4031	185.97143	80.16946			167.93404	152.54341	74.11174				113.69649	98.30585	
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	EDA	EDAR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SC0EB9D030F	ARTN_RET receptor 1	simple:Q5T4W7	complex:RET receptor 1	ARTN		True	False	True	curated	False	1.639																																				
CPI-SC00ACA947E	GDNF_RET receptor 1	simple:P39905	complex:RET receptor 1	GDNF		True	False	True	curated	False	1.639																																				
CPI-CS0FB8775FC	IL5 receptor_IL5	complex:IL5 receptor	simple:P05113		IL5	True	True	False	curated	False	1.639																																				
CPI-CS040DDEBFB	IL37 receptor_IL37	complex:IL37 receptor	simple:Q9NZH6		IL37	True	True	False	curated	False	1.639																																				
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	GDF9		True	False	True	curated	False	1.639																																				
CPI-SC08968AFE6	MSTN_TGFR_AVR2B	simple:O14793	complex:TGFR_AVR2B	MSTN		True	False	True	curated	False	1.639																																				
CPI-CS04BB8F1EC	IL36 receptor_IL36RN	complex:IL36 receptor	simple:Q9UBH0		IL36RN	True	True	False	curated	False	1.639																																				
CPI-SS08C78576B	GPHA2_EPHA6	simple:Q96T91	simple:Q9UF33	GPHA2	EPHA6	True	False	True	InnateDB-All	False	1.639																																				
CPI-CS0FBBCDD66	IL4 receptor_IL4	complex:IL4 receptor	simple:P05112		IL4	True	True	False	curated	False	1.639																																				
CPI-SS050123B31	NPFFR1_NPVF	simple:Q9GZQ6	simple:Q9HCQ7	NPFFR1	NPVF	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-CS0EE8AEA34	IL13 receptor_IL13	complex:IL13 receptor	simple:P35225		IL13	True	True	False	curated	False	1.639																																				
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	COL9A1		True	False	False	curated	True	1.639																																				
CPI-SS0281839F1	IL37_IL1RAPL1	simple:Q9NZH6	simple:Q9NZN1	IL37	IL1RAPL1	True	False	True	InnateDB	False	1.639																																				
CPI-CS045D41398	IL17 receptor AB_IL25	complex:IL17 receptor AB	simple:Q9H293		IL25	True	True	False	curated	False	1.639																																				
CPI-SC091D10DFA	IFNB1_Type I IFNR	simple:P01574	complex:Type I IFNR	IFNB1		True	False	True	curated	False	1.639																																				
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	1.639																																				
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	1.639																																				
CPI-SC0F486460D	IFNL3_Type III IFNR	simple:Q8IZI9	complex:Type III IFNR	IFNL3		True	False	True	curated	False	1.639																																				
CPI-SS01CE67526	PROKR1_PROK2	simple:Q8TCW9	simple:Q9HC23	PROKR1	PROK2	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0A6477344	RXFP4_RLN3	simple:Q8TDU9	simple:Q8WXF3	RXFP4	RLN3	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	TSLP		True	False	True	curated	False	1.639																																				
CPI-SS01442BDB7	RXFP2_RLN3	simple:Q8WXD0	simple:Q8WXF3	RXFP2	RLN3	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SC0E16B866E	IFNW1_Type I IFNR	simple:P05000	complex:Type I IFNR	IFNW1		True	False	True	curated	False	1.639																																				
CPI-SC0C1B5BAA1	IFNA6_Type I IFNR	simple:P05013	complex:Type I IFNR	IFNA6		True	False	True	curated	False	1.639																																				
CPI-SS0799949D7	RXFP4_INSL5	simple:Q8TDU9	simple:Q9Y5Q6	RXFP4	INSL5	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SS0ACCAC836	RXFP3_INSL5	simple:Q9NSD7	simple:Q9Y5Q6	RXFP3	INSL5	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-SC0EC4B9BBD	IFNA4_Type I IFNR	simple:P05014	complex:Type I IFNR	IFNA4		True	False	True	curated	False	1.639																																				
CPI-SC0B0AFEFF1	IFNA16_Type I IFNR	simple:P05015	complex:Type I IFNR	IFNA16		True	False	True	curated	False	1.639																																				
CPI-SC077B6280E	IFNL2_Type III IFNR	simple:Q8IZJ0	complex:Type III IFNR	IFNL2		True	False	True	curated	False	1.639																																				
CPI-SC05CE52A12	COL6A5_a11b1 complex	simple:A8TX70	complex:a11b1 complex	COL6A5		True	False	False	curated	True	1.639																																				
CPI-SC0C907A888	COL8A2_a10b1 complex	simple:P25067	complex:a10b1 complex	COL8A2		True	False	False	curated	True	1.639																																				
CPI-SC07E0348EF	COL6A6_a11b1 complex	simple:A6NMZ7	complex:a11b1 complex	COL6A6		True	False	False	curated	True	1.639																																				
CPI-SC0D089F0A9	IFNK_Type I IFNR	simple:Q9P0W0	complex:Type I IFNR	IFNK		True	False	True	curated	False	1.639																																				
CPI-SC07B4ED8C9	IFNL1_Type III IFNR	simple:Q8IU54	complex:Type III IFNR	IFNL1		True	False	True	curated	False	1.639																																				
CPI-CS04F158618	IL17 receptor AC_IL17A	complex:IL17 receptor AC	simple:Q16552		IL17A	True	True	False	curated	False	1.639																																				
CPI-CS0558AB6A5	IL17 receptor AC_IL17F	complex:IL17 receptor AC	simple:Q96PD4		IL17F	True	True	False	curated	False	1.639																																				
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	MSTN		True	False	True	curated	False	1.639																																				
CPI-CS0A8A0A053	IL22 receptor_IL22	complex:IL22 receptor	simple:Q9GZX6		IL22	True	True	False	curated	False	1.639																																				
CPI-CS0317FAF76	IL26 receptor_IL26	complex:IL26 receptor	simple:Q9NPH9		IL26	True	True	False	curated	False	1.639																																				
CPI-SC0A199B69E	COL10A1_a10b1 complex	simple:Q03692	complex:a10b1 complex	COL10A1		True	False	False	curated	True	1.639																																				
CPI-CS0A659AAAD	IL28 receptor_IFNL3	complex:IL28 receptor	simple:Q8IZI9		IFNL3	True	True	False	curated	False	1.639																																				
CPI-CS03037FE90	IL3 receptor_IL3	complex:IL3 receptor	simple:P08700		IL3	True	True	False	curated	False	1.639																																				
CPI-CS038376BA2	NKG2D II receptor_ULBP3	complex:NKG2D II receptor	simple:Q9BZM4		ULBP3	False	True	False	curated	False	1.639																																				
CPI-CS06B657CAB	IL9 receptor_IL9	complex:IL9 receptor	simple:P15248		IL9	True	True	False	curated	False	1.639																																				
CPI-CS0A71F2AAD	NKG2D II receptor_RAET1G	complex:NKG2D II receptor	simple:Q6H3X3		RAET1G	True	True	False	curated	False	1.639																																				
CPI-CS08F4E5D70	NKG2D II receptor_RAET1L	complex:NKG2D II receptor	simple:Q5VY80		RAET1L	False	True	False	curated	False	1.639																																				
CPI-CS0D4BB4458	MIS receptor 3_AMH	complex:MIS receptor 3	simple:P03971		AMH	True	True	False	curated	False	1.639																																				
CPI-CS04C628758	IL36 receptor_IL1F10	complex:IL36 receptor	simple:Q8WWZ1		IL1F10	True	True	False	curated	False	1.639																																				
CPI-CS0F670E8BC	MIS receptor 2_AMH	complex:MIS receptor 2	simple:P03971		AMH	True	True	False	curated	False	1.639																																				
CPI-CS0A6AB5149	IL36 receptor_IL36B	complex:IL36 receptor	simple:Q9NZH7		IL36B	True	True	False	curated	False	1.639																																				
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		LIF	True	True	False	curated	False	1.639																																				
CPI-CS0D9B5AB86	IL36 receptor_IL36G	complex:IL36 receptor	simple:Q9NZH8		IL36G	True	True	False	curated	False	1.639																																				
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	1.639																																				
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	COL9A3		True	False	False	curated	True	1.639																																				
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	1.639																																				
CPI-SC0DA298BEC	COL2A1_a10b1 complex	simple:P02458	complex:a10b1 complex	COL2A1		True	False	False	curated	True	1.639																																				
CPI-SC0BF16A11C	COL20A1_a10b1 complex	simple:Q9P218	complex:a10b1 complex	COL20A1		True	False	False	curated	True	1.639																																				
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	curated	False	1.639																																				
CPI-SC08938BB1C	COL21A1_a10b1 complex	simple:Q96P44	complex:a10b1 complex	COL21A1		True	False	False	curated	True	1.639																																				
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	COL26A1		True	False	False	curated	True	1.639																																				
CPI-CS0F6472748	IL36 receptor_IL36A	complex:IL36 receptor	simple:Q9UHA7		IL36A	True	True	False	curated	False	1.639																																				
CPI-SC0D6C777F2	COL11A2_a10b1 complex	simple:P13942	complex:a10b1 complex	COL11A2		True	False	False	curated	True	1.639																																				
CPI-SS0FF51A757	TNFSF18_TNFRSF18	simple:Q9UNG2	simple:Q9Y5U5	TNFSF18	TNFRSF18	True	False	True	curated	False	1.639																																				
CPI-CS07557A266	MIS receptor 1_AMH	complex:MIS receptor 1	simple:P03971		AMH	True	True	False	curated	False	1.639																																				
CPI-SC01C699B73	COL6A6_a10b1 complex	simple:A6NMZ7	complex:a10b1 complex	COL6A6		True	False	False	curated	True	1.639																																				
CPI-SC00A0B0892	COL6A5_a10b1 complex	simple:A8TX70	complex:a10b1 complex	COL6A5		True	False	False	curated	True	1.639																																				
CPI-CS040AEB4A0	NODAL receptor_NODAL	complex:NODAL receptor	simple:Q96S42		NODAL	True	True	False	curated	False	1.639																																				
CPI-CS0D48BE017	IL2 receptor_HA_IL2	complex:IL2 receptor_HA	simple:P60568		IL2	True	True	False	curated	False	1.639																																				
CPI-CS0A34112A6	IL2 receptor_I_IL2	complex:IL2 receptor_I	simple:P60568		IL2	True	True	False	curated	False	1.639																																				
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	COL28A1		True	False	False	curated	True	1.639																																				
CPI-SC090311934	COL24A1_a10b1 complex	simple:Q17RW2	complex:a10b1 complex	COL24A1		True	False	False	curated	True	1.639																																				
CPI-CS0E80B08E2	IL21 receptor_IL21	complex:IL21 receptor	simple:Q9HBE4		IL21	True	True	False	curated	False	1.639																																				
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	1.639																																				
CPI-SC07A2679B1	IFNA17_Type I IFNR	simple:P01571	complex:Type I IFNR	IFNA17		True	False	True	curated	False	1.639																																				
CPI-SC01F1F24AA	COL9A3_a2b1 complex	simple:Q14050	complex:a2b1 complex	COL9A3		True	False	False	curated	True	1.639																																				
CPI-SC0AF90F422	IFNA14_Type I IFNR	simple:P01570	complex:Type I IFNR	IFNA14		True	False	True	curated	False	1.639																																				
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	1.639																																				
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	1.639																																				
CPI-SC09C06C70F	COL21A1_a1b1 complex	simple:Q96P44	complex:a1b1 complex	COL21A1		True	False	False	curated	True	1.639																																				
CPI-SC0EACF2D60	COL26A1_a1b1 complex	simple:Q96A83	complex:a1b1 complex	COL26A1		True	False	False	curated	True	1.639																																				
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-SS027E57635	PROKR2_PROK2	simple:Q8NFJ6	simple:Q9HC23	PROKR2	PROK2	True	True	False	guidetopharmacology.org	False	1.639																																				
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-SC0FF018913	COL28A1_a1b1 complex	simple:Q2UY09	complex:a1b1 complex	COL28A1		True	False	False	curated	True	1.639																																				
CPI-SC090DB3159	COL24A1_a1b1 complex	simple:Q17RW2	complex:a1b1 complex	COL24A1		True	False	False	curated	True	1.639																																				
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-CS02C93975C	BMPR1B_BMPR2_BMP5	complex:BMPR1B_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-SC00BE2EEE3	COL20A1_a1b1 complex	simple:Q9P218	complex:a1b1 complex	COL20A1		True	False	False	curated	True	1.639																																				
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	COL9A2		True	False	False	curated	True	1.639																																				
CPI-SC0DA5EFA18	COL4A6_a1b1 complex	simple:Q14031	complex:a1b1 complex	COL4A6		True	False	False	curated	True	1.639																																				
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-SC01115AAD1	COL10A1_a1b1 complex	simple:Q03692	complex:a1b1 complex	COL10A1		True	False	False	curated	True	1.639																																				
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
