gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	CAF	Endothelial cells	Macrophages	NK	T-cells
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.45641	70.47412	454.83325	0.01635	0.0	0.19101
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	28.99585	2.41361	4.6613	145.51297	568.84946	306.51253
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	28.99585	2.41361	4.6613	145.51297	568.84946	306.51253
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	28.99585	2.41361	4.6613	145.51297	568.84946	306.51253
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	227.58089	47.15702	52.79924	7.14349	18.42398	23.15393
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	48.78852	106.96746	79.23151	34.23019	89.20406	71.93236
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	4.6877	0.84357	6.41821	395.8532	27.77647	3.7739
NPPB	P16860	False	ANFB_HUMAN		CPI-SS08E6EA18C	0.0	0.0	0.0	0.0	0.0	0.02191
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.0	0.0	5.42188	0.0	0.0	0.03533
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.0	0.0	5.42188	0.0	0.0	0.03533
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.0	0.0	5.42188	0.0	0.0	0.03533
OSTN	P61366	False	OSTN_HUMAN		CPI-SS05F0AFA81	0.0	0.0	0.0	0.0	0.0	0.03958
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.08747	0.00361	0.18107	67.14359	0.03462	0.16493
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.16861	15.5076	41.91327	14.43222	0.0	0.46529
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.16861	15.5076	41.91327	14.43222	0.0	0.46529
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.10845	22.59261	17.78693	0.0	0.94324	0.04342
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.10845	22.59261	17.78693	0.0	0.94324	0.04342
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	48.82484	26.24418	8.35437	70.65485	238.5137	114.77541
CD177	Q8N6Q3	False	CD177_HUMAN		CPI-SS081AD39D7	0.04932	15.77072	0.0	0.01294	0.0	7.96131
CSHL1	Q14406	False	CSHL_HUMAN		CPI-SS02C0BCFFE	0.0	0.0	0.0	0.0	0.0	0.44515
MCHR2	Q969V1	False	MCHR2_HUMAN		CPI-SS029B74C35	0.7188	2.11982	0.0	0.30365	0.09096	1.15665
MCHR1	Q99705	False	MCHR1_HUMAN		CPI-SS0362EFFDE	0.13433	1.52158	1.89209	0.0	0.0	1.0014
TRHR	P34981	False	TRFR_HUMAN		CPI-SS00F69C501	0.18621	0.0	0.0	0.0	0.0	0.56609
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS056AA08CF	0.08213	26.66022	0.0	0.21722	0.0	0.50011
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	2267.92102	1262.55473	1330.71376	1128.20408	1538.65809	2186.08412
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.0	0.0	126.82495	2.7935	49.80449	73.58041
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.01099	0.0	2.00081	111.89903	0.0	0.52265
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.01099	0.0	2.00081	111.89903	0.0	0.52265
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	32.22783	55.06572	33.38958	20.3038	117.74618	86.81156
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0288E42FB	0.0	3.95321	0.0	0.50756	0.0	0.0799
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0C7915758	0.0	3.95321	0.0	0.50756	0.0	0.0799
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0D2539AEB	9.82384	108.20215	129.7347	69.99122	42.84513	14.11098
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	10.57663	3.18474	0.0	0.0	0.0	0.05216
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS09A3A441F	0.0	0.0	0.0	0.0	0.0	0.06416
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.0	0.0	0.0	0.0	0.0	0.12564
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.05184	3.84837	0.0	0.0	0.0	0.6956
INHBC	P55103	False	INHBC_HUMAN		CPI-SS0D53B88CC	0.31835	0.0	0.0	0.0	0.0	0.11802
INHBE	P58166	False	INHBE_HUMAN		CPI-SS099C401F7	2.4552	1.14769	1.90016	0.80469	5.85562	2.1437
HTR4	Q13639	False	5HT4R_HUMAN		CPI-SS00E3F772A	1.44444	0.0	0.0	0.0	0.0	0.77827
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	31.01094	7.08033	0.2523	12.18682	21.65556	109.12146
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	32.46111	88.32317	4.61568	56.81987	0.51118	9.86187
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	9.0758	77.55677	62.86577	40.95563	16.90809	12.23499
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	9.0758	77.55677	62.86577	40.95563	16.90809	12.23499
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	1.91343	80.97493	140.14352	31.31879	0.0	1.87221
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	1.91343	80.97493	140.14352	31.31879	0.0	1.87221
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	1.91343	80.97493	140.14352	31.31879	0.0	1.87221
SST	P61278	False	SMS_HUMAN		CPI-SS00C069DCB	0.18435	0.0	0.0	0.0	0.0	0.28338
SST	P61278	False	SMS_HUMAN		CPI-SS024E1CF41	0.18435	0.0	0.0	0.0	0.0	0.28338
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	7.88913	273.56943	199.62285	382.65166	0.0	3.80292
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	4.35854	6.45777	5.23181	1.50239	4.11287	4.35791
NTS	P30990	False	NEUT_HUMAN		CPI-SS083319328	1.32984	0.0	1849.56102	0.0	0.0	0.53272
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	94.74592	12.52908	23.03712	105.39229	28.06338	28.03369
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	2.53171	150.83281	48.03241	1026.3273	1.72442	4.69712
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.07299	0.0	0.0	0.09453	0.0	0.003
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.0	0.7005	0.0	0.0	0.0	0.27025
SLURP1	P55000	False	SLUR1_HUMAN		CPI-SS08833E2DA	0.0	0.0	0.0	0.0	0.0	0.43969
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	6.03691	24.55485	6.03116	9.76755	70.48293	47.84113
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	693.72943	9.38466	144.25898	11.87305	55.7237	375.86703
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	10.90988	3.46415	12.51744	5.26635	9.01196	12.26246
LEPR	P48357	False	LEPR_HUMAN		CPI-SS066FE05CA	8.01415	26.72076	54.50289	9.88183	6.65561	10.84779
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	0.74341	728.23249	169.5329	1.04593	0.62769	1.5616
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.74341	728.23249	169.5329	1.04593	0.62769	1.5616
XCL1	P47992	False	XCL1_HUMAN		CPI-SS0B6643F31	0.24604	0.26935	0.0	0.34904	417.52236	55.95015
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.44729	0.34066	0.0	0.0	660.31898	174.66075
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0BDA7A63E	0.0	0.42738	0.0	0.0	1.48982	0.09501
NPW	Q8N729	False	NPW_HUMAN		CPI-SS0B7A7E932	0.0	0.42738	0.0	0.0	1.48982	0.09501
NPB	Q8NG41	False	NPB_HUMAN		CPI-SS0D5E1C3D2	0.0	10.51716	0.0	0.0	0.0	0.03318
NPB	Q8NG41	False	NPB_HUMAN		CPI-SS01A761DB5	0.0	10.51716	0.0	0.0	0.0	0.03318
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	1.53034	0.0	0.0	0.10825	0.82749	0.18733
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	4.88252	7.8271	3.22338	2.13523	186.22287	9.4688
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.02835	6.04473	51.40447	0.10524	0.0	0.33902
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	13.44642	0.0	0.06908	70.29846	0.0	1.1024
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS04BE14432	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	103.85814	137.14732	288.21209	427.10274	298.96677	207.33888
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	7.39597	0.81704	1.72645	2.40694	5.85515	5.28043
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.69786	0.96279	0.21217	24.53057	0.0	0.16889
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS062307CFE	1.04698	0.17279	0.54554	0.40508	0.47577	1.83338
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS09000F32A	2.20088	3.36348	0.65662	0.8204	1.76651	2.36454
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	2.20088	3.36348	0.65662	0.8204	1.76651	2.36454
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	4.08813	8.2352	4.876	1.98057	3.14615	4.99661
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	4.08813	8.2352	4.876	1.98057	3.14615	4.99661
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.05862	18.08402	0.51524	0.10349	0.0	0.55757
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.30678	0.0	0.0	0.0	0.0	0.04962
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.29752	0.0	0.19199	1.39633	18.90235	364.13026
UCN3	Q969E3	False	UCN3_HUMAN		CPI-SS02EDE5894	0.0	0.0	0.0	0.0	0.0	0.00537
UCN2	Q96RP3	False	UCN2_HUMAN		CPI-SS083E7D88C	0.0	1.41374	0.0	0.26467	0.0	0.28639
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.06169	0.05935	10.33314	1.4598	0.08635	0.40719
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.06447	0.0	0.0	0.73358	0.0	0.09633
KISS1R	Q969F8	False	KISSR_HUMAN		CPI-SS0F856A80F	0.0	0.0	0.0	0.0	0.0	0.10473
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.10036
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	2.78635	0.0	0.09415	301.38259	0.17615	0.68168
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS00ABEE10B	74.22926	11.56818	0.0	175.07583	119.46884	180.6648
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS08EDE5442	74.22926	11.56818	0.0	175.07583	119.46884	180.6648
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS0327E1782	74.22926	11.56818	0.0	175.07583	119.46884	180.6648
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.26744	9.32916	0.18293	45.58423	1.18462	4.94885
GDF15	Q99988	False	GDF15_HUMAN		CPI-SS0BA87E94E	7.65112	110.40506	0.31954	35.00949	18.03745	5.25908
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS027E57635	0.14027	0.0	0.0	2.33818	0.0	0.59633
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS01CE67526	0.14027	0.0	0.0	2.33818	0.0	0.59633
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS0A6477344	0.59646	0.0	0.0	0.0	0.0	0.11812
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS01442BDB7	0.59646	0.0	0.0	0.0	0.0	0.11812
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.0	0.0	1.17542
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0ACCAC836	0.0	0.0	0.0	0.0	0.0	1.17542
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.3637	0.0	6.98732	0.05579	651.35312	4.29124
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.10616	8.93306	0.02431	0.65721	0.01115	0.92688
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.13194	0.30164	0.0	0.0	0.0	1.30741
EPHA6	Q9UF33	False	EPHA6_HUMAN		CPI-SS08C78576B	0.0	0.0	0.0	0.01548	0.0	0.07142
NPVF	Q9HCQ7	False	NPVF_HUMAN		CPI-SS050123B31	0.05748	0.0	0.0	0.0	0.0	0.01444
IL1RAPL1	Q9NZN1	False	IRPL1_HUMAN		CPI-SS0281839F1	0.03804	0.2423	0.0	1.17821	0.31653	0.04772
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.07769	0.0	0.0	13.25311	206.67712	89.38612
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	0.91996	11.07851	56.81909	10.7177	0.74346	0.8557
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	0.91996	11.07851	56.81909	10.7177	0.74346	0.8557
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	7.01359	19.12519	61.93627	9.01959	2.18923	4.72512
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR1	Q04771	True	ACVR1_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	1.87768	28.93911	14.98466	7.39489	2.92389	9.15186
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	3.49005	26.03038	17.77733	10.79021	3.69977	5.31329
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	1.00835	0.7151	1.53895	0.43078	0.0	0.97325
